,Car_name,Making Year,Fuel_Type,Kms,Engine,No. of owners,Transmission,Price
912,Volkswagen Vento 1.5 TDI Comfortline,2013,Diesel,"58,369 kms",1498 CC,First Owner,Manual,4.25 Lakh*
913,Skoda Rapid 1.5 TDI Active BSIV,2018,Diesel,"35,830 kms",1498 CC,First Owner,Manual,8.9 Lakh*
914,Hyundai i20 Asta Option 1.2,2015,Petrol,"44,000 kms",1197 CC,Second Owner,Manual,5.75 Lakh*
915,Honda City 1.5 S AT,2009,Petrol,"86,000 kms",1497 CC,Second Owner,Automatic,3.5 Lakh*
916,Maruti Swift Dzire VXI,2015,Petrol,"65,000 kms",1197 CC,First Owner,Manual,4.75 Lakh*
917,Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,"54,000 kms",3198 CC,First Owner,Automatic,25.5 Lakh*
918,Hyundai Creta 1.6 CRDi AT SX Plus,2019,Diesel,"55,000 kms",1582 CC,First Owner,Automatic,13.75 Lakh*
919,Maruti Swift VXI BSIV,2018,Petrol,"65,000 kms",1197 CC,First Owner,Manual,5.9 Lakh*
920,Honda City ZX CVT,2017,Petrol,"9,000 kms",1497 CC,First Owner,Automatic,11.5 Lakh*
921,Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,"52,000 kms",1396 CC,First Owner,Manual,3.5 Lakh*
922,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Petrol,"33,500 kms",1197 CC,First Owner,Manual,5.4 Lakh*
923,Maruti Baleno Delta Automatic,2015,Petrol,"51,000 kms",1197 CC,First Owner,Automatic,5.5 Lakh*
924,Maruti Eeco 5 Seater STD,2012,Petrol,"22,475 kms",1196 CC,First Owner,Manual,2.95 Lakh*
925,Renault Scala Diesel RxL,2013,Diesel,"60,003 kms",1461 CC,First Owner,Manual,3.25 Lakh*
926,Hyundai Verna CRDi 1.6 AT SX Plus,2018,Diesel,"54,000 kms",1582 CC,First Owner,Automatic,10 Lakh*
927,Maruti Ciaz ZDi Plus SHVS,2017,Diesel,"39,000 kms",1248 CC,First Owner,Manual,7.9 Lakh*
928,Ford EcoSport 1.5 Petrol Titanium AT,2018,Petrol,"21,000 kms",1496 CC,First Owner,Automatic,10 Lakh*
929,Renault Duster 110PS Diesel RxL,2014,Diesel,"64,000 kms",1461 CC,First Owner,Manual,4.51 Lakh*
930,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2012,Diesel,"91,000 kms",2494 CC,First Owner,Manual,6.25 Lakh*
931,Ford Figo Aspire Titanium,2018,Petrol,"41,200 kms",1194 CC,First Owner,Manual,6 Lakh*
932,Volvo S60 D4 SUMMUM,2015,Diesel,"51,000 kms",1984 CC,First Owner,Automatic,17 Lakh*
933,Honda City i DTEC SV,2015,Diesel,"68,000 kms",1498 CC,First Owner,Manual,5.85 Lakh*
934,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2019,Diesel,"40,214 kms",2755 CC,First Owner,Automatic,22.75 Lakh*
935,Honda Jazz 1.5 S i DTEC,2017,Diesel,"51,003 kms",1498 CC,First Owner,Manual,6.25 Lakh*
936,Toyota Innova 2.5 VX 7 STR,2012,Diesel,"1,30,000 kms",2494 CC,First Owner,Manual,7.35 Lakh*
937,Ford Endeavour 2.2 Titanium AT 4X2,2016,Diesel,"1,16,000 kms",2198 CC,First Owner,Automatic,23.5 Lakh*
938,Maruti Ciaz 1.3 Delta,2017,Diesel,"70,000 kms",1248 CC,First Owner,Manual,6.75 Lakh*
939,Audi Q3 S Edition,2014,Diesel,"35,000 kms",1968 CC,Second Owner,Manual,16.9 Lakh*
940,Audi Q7 2006-2020 45 TDI Quattro Premium Plus,2016,Diesel,"76,000 kms",2967 CC,First Owner,Automatic,43 Lakh*
941,Honda WR-V i-DTEC VX,2018,Diesel,"76,000 kms",1498 CC,First Owner,Manual,8.4 Lakh*
942,Mahindra Ssangyong Rexton RX7,2016,Diesel,"43,000 kms",2696 CC,First Owner,Automatic,9 Lakh*
943,BMW 5 Series 520d,2008,Diesel,"89,000 kms",1995 CC,Third Owner,Automatic,11.5 Lakh*
944,Hyundai i10 Era 1.1 iTech SE,2011,Petrol,"67,000 kms",1086 CC,First Owner,Manual,2.61 Lakh*
945,Audi Q3 2.0 TDI Quattro Premium Plus,2014,Diesel,"87,000 kms",1968 CC,First Owner,Automatic,15.9 Lakh*
946,Mahindra KUV 100 mFALCON D75 K4,2017,Diesel,"54,000 kms",1198 CC,First Owner,Manual,3.85 Lakh*
947,Honda Amaze S i-Dtech,2013,Diesel,"61,000 kms",1498 CC,Second Owner,Manual,3.51 Lakh*
948,Honda Brio S MT,2013,Petrol,"53,000 kms",1198 CC,First Owner,Manual,3.25 Lakh*
949,Volvo S60 Cross Country D4 AWD BSIV,2017,Diesel,"83,000 kms",2400 CC,First Owner,Automatic,22.5 Lakh*
950,Honda Brio S MT,2013,Petrol,"48,000 kms",1198 CC,First Owner,Manual,3.5 Lakh*
951,Toyota Corolla Altis G AT,2017,Petrol,"41,000 kms",1798 CC,First Owner,Automatic,13 Lakh*
952,Volkswagen Vento 1.5 TDI Comfortline AT,2015,Diesel,"68,000 kms",1498 CC,First Owner,Automatic,6.5 Lakh*
953,Tata Nexon 1.5 Revotorq XM,2018,Diesel,"59,000 kms",1497 CC,First Owner,Manual,7.75 Lakh*
954,Maruti Ciaz VDi Plus SHVS,2015,Diesel,"54,000 kms",1248 CC,First Owner,Manual,5.25 Lakh*
955,Hyundai Verna CRDi 1.6 SX,2017,Diesel,"54,000 kms",1582 CC,First Owner,Manual,7 Lakh*
956,Honda Brio V MT,2013,Petrol,"45,000 kms",1198 CC,First Owner,Manual,3.35 Lakh*
957,Maruti Ciaz ZDi Plus SHVS,2017,Diesel,"60,001 kms",1248 CC,First Owner,Manual,6.5 Lakh*
958,Maruti Wagon R VXI,2014,Petrol,"61,300 kms",998 CC,First Owner,Manual,3.4 Lakh*
959,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,"55,000 kms",1396 CC,First Owner,Manual,3.4 Lakh*
960,BMW 3 Series 320d Luxury Line,2016,Diesel,"45,000 kms",1995 CC,Second Owner,Automatic,16.9 Lakh*
961,Hyundai Verna Transform SX VGT CRDi,2010,Diesel,"75,000 kms",1493 CC,First Owner,Manual,2.9 Lakh*
962,Toyota Innova Crysta 2016-2020 2.4 ZX MT,2017,Diesel,"60,000 kms",2393 CC,First Owner,Manual,17.5 Lakh*
963,Maruti Ciaz ZDi Plus,2016,Diesel,"76,001 kms",1248 CC,First Owner,Manual,7.15 Lakh*
964,Hyundai Verna 1.6 CRDi SX,2016,Diesel,"58,000 kms",1582 CC,First Owner,Manual,6.51 Lakh*
965,Honda Jazz V CVT,2017,Petrol,"55,000 kms",1199 CC,First Owner,Automatic,6.61 Lakh*
966,Mahindra Ssangyong Rexton RX7,2013,Diesel,"1,00,000 kms",2696 CC,Second Owner,Automatic,8 Lakh*
967,Mercedes-Benz B Class B180 Sports,2013,Petrol,"57,000 kms",1595 CC,Second Owner,Automatic,12.9 Lakh*
968,Hyundai Sonata 2.4 GDi MT,2012,Petrol,"74,000 kms",2359 CC,Second Owner,Manual,6.5 Lakh*
969,Mahindra Ssangyong Rexton RX7,2015,Diesel,"16,129 kms",2696 CC,First Owner,Automatic,12 Lakh*
970,Maruti Vitara Brezza VDi Option,2018,Diesel,"89,000 kms",1248 CC,First Owner,Manual,7.65 Lakh*
971,Maruti Swift Dzire VDI,2014,Diesel,"48,000 kms",1248 CC,First Owner,Manual,4.5 Lakh*
972,Honda Amaze S i-Dtech,2015,Diesel,"61,000 kms",1498 CC,First Owner,Manual,4.4 Lakh*
973,Toyota Fortuner 4x2 4 Speed AT,2012,Diesel,"99,000 kms",2982 CC,Second Owner,Automatic,13.5 Lakh*
974,Volkswagen Vento 1.5 TDI Comfortline,2013,Diesel,"58,369 kms",1498 CC,First Owner,Manual,4.25 Lakh*
975,Skoda Rapid 1.5 TDI Active BSIV,2018,Diesel,"35,830 kms",1498 CC,First Owner,Manual,8.9 Lakh*
976,Hyundai i20 Asta Option 1.2,2015,Petrol,"44,000 kms",1197 CC,Second Owner,Manual,5.75 Lakh*
977,Ford Figo 1.2P Titanium MT,2017,Petrol,"35,000 kms",1196 CC,First Owner,Manual,4.5 Lakh*
978,Honda City 1.5 S AT,2009,Petrol,"86,000 kms",1497 CC,Second Owner,Automatic,3.5 Lakh*
979,Maruti Swift Dzire VXI,2015,Petrol,"65,000 kms",1197 CC,First Owner,Manual,4.75 Lakh*
980,Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,"54,000 kms",3198 CC,First Owner,Automatic,25.5 Lakh*
981,Hyundai Creta 1.6 CRDi AT SX Plus,2019,Diesel,"55,000 kms",1582 CC,First Owner,Automatic,13.75 Lakh*
982,Honda WR-V i-VTEC VX,2019,Petrol,"40,000 kms",1199 CC,First Owner,Manual,8.75 Lakh*
983,Maruti SX4 S Cross DDiS 200 Alpha,2017,Diesel,"60,000 kms",1248 CC,First Owner,Manual,7.95 Lakh*
984,Kia Seltos GTK,2020,Petrol,"17,000 kms",1353 CC,First Owner,Manual,14.51 Lakh*
985,Hyundai Grand i10 Nios Magna Corp Edition,2020,Petrol,"7,600 kms",1197 CC,First Owner,Manual,6 Lakh*
986,Maruti Swift VXI BSIV,2018,Petrol,"65,000 kms",1197 CC,First Owner,Manual,5.9 Lakh*
987,Honda City ZX CVT,2017,Petrol,"9,000 kms",1497 CC,First Owner,Automatic,11.5 Lakh*
988,Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,"52,000 kms",1396 CC,First Owner,Manual,3.5 Lakh*
989,Hyundai Creta 1.6 CRDi AT SX Plus,2016,Diesel,"62,000 kms",1582 CC,First Owner,Automatic,10.5 Lakh*
990,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,Petrol,"33,500 kms",1197 CC,First Owner,Manual,5.4 Lakh*
991,Hyundai Creta 1.4 CRDi S Plus,2016,Diesel,"67,000 kms",1396 CC,First Owner,Manual,9 Lakh*
992,Maruti Baleno Delta Automatic,2015,Petrol,"51,000 kms",1197 CC,First Owner,Automatic,5.5 Lakh*
993,Maruti Eeco 5 Seater STD,2012,Petrol,"22,475 kms",1196 CC,First Owner,Manual,2.95 Lakh*
994,Renault Scala Diesel RxL,2013,Diesel,"60,003 kms",1461 CC,First Owner,Manual,3.25 Lakh*
995,Hyundai Verna CRDi 1.6 AT SX Plus,2018,Diesel,"54,000 kms",1582 CC,First Owner,Automatic,10 Lakh*
996,Maruti Ciaz ZDi Plus SHVS,2017,Diesel,"39,000 kms",1248 CC,First Owner,Manual,7.9 Lakh*
997,Ford EcoSport 1.5 Petrol Titanium AT,2018,Petrol,"21,000 kms",1496 CC,First Owner,Automatic,10 Lakh*
998,Mercedes-Benz C-Class C 220 CDI Style,2016,Diesel,"73,000 kms",2143 CC,First Owner,Automatic,27.5 Lakh*
999,Renault Duster 110PS Diesel RxL,2014,Diesel,"64,000 kms",1461 CC,First Owner,Manual,4.51 Lakh*
1000,Ford EcoSport 1.5 Petrol Titanium Plus AT,2016,Petrol,"24,500 kms",1496 CC,First Owner,Automatic,7.75 Lakh*
1001,Hyundai i20 Magna,2011,Petrol,"62,000 kms",1197 CC,Second Owner,Manual,2.8 Lakh*
1002,Hyundai Xcent 1.1 CRDi S,2014,Diesel,"51,000 kms",1120 CC,First Owner,Manual,3.9 Lakh*
1003,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2012,Diesel,"91,000 kms",2494 CC,First Owner,Manual,6.25 Lakh*
1004,Honda City 1.5 V AT,2009,Petrol,"1,02,500 kms",1497 CC,First Owner,Automatic,3.75 Lakh*
1005,Ford Figo Aspire Titanium,2018,Petrol,"41,200 kms",1194 CC,First Owner,Manual,6 Lakh*
1006,Volvo S60 D4 SUMMUM,2015,Diesel,"51,000 kms",1984 CC,First Owner,Automatic,17 Lakh*
1007,Honda City i DTEC SV,2015,Diesel,"68,000 kms",1498 CC,First Owner,Manual,5.85 Lakh*
1008,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2019,Diesel,"40,214 kms",2755 CC,First Owner,Automatic,22.75 Lakh*
1009,Renault KWID RXT,2020,Petrol,"4,500 kms",799 CC,Test Drive Car,Manual,4.21 Lakh*
1010,Hyundai Grand i10 Magna,2016,Petrol,"13,000 kms",1197 CC,First Owner,Manual,4.9 Lakh*
1011,Hyundai Grand i10 Magna,2016,Petrol,"13,000 kms",1197 CC,First Owner,Manual,4.9 Lakh*
1012,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2018,Diesel,"69,000 kms",2393 CC,First Owner,Manual,15.9 Lakh*
1013,Renault KWID 1.0 RXT Optional,2018,Petrol,"34,000 kms",999 CC,First Owner,Manual,3.79 Lakh*
1014,Hyundai i10 Magna,2012,Petrol,"58,000 kms",1197 CC,First Owner,Manual,3.1 Lakh*
1015,Toyota Corolla Altis D-4D G,2014,Diesel,"65,000 kms",1364 CC,First Owner,Manual,7.9 Lakh*
1016,Mercedes-Benz B-Class B180 Sport,2013,Petrol,"52,000 kms",1595 CC,Second Owner,Automatic,11 Lakh*
1017,Hyundai Getz 1.1 GVS Option,2009,Petrol,"61,000 kms",1086 CC,First Owner,Manual,1.75 Lakh*
1018,Ford Figo Diesel EXI,2012,Diesel,"56,000 kms",1399 CC,First Owner,Manual,2.75 Lakh*
1019,Maruti Baleno Delta 1.3,2017,Diesel,"25,000 kms",1248 CC,First Owner,Manual,6.9 Lakh*
1020,Ford EcoSport 1.5 Diesel Titanium Plus,2020,Diesel,"32,400 kms",1498 CC,First Owner,Manual,10.5 Lakh*
1021,Honda Brio VX AT,2014,Petrol,"45,000 kms",1198 CC,First Owner,Automatic,4.51 Lakh*
1022,Hyundai Grand i10 Nios AMT Sportz,2020,Petrol,"17,000 kms",1197 CC,First Owner,Automatic,7.1 Lakh*
1023,Skoda Rapid 1.5 TDI AT Ambition,2015,Diesel,"58,001 kms",1498 CC,First Owner,Automatic,5.45 Lakh*
1024,Hyundai Grand i10 Asta Option,2014,Petrol,"48,000 kms",1197 CC,Second Owner,Manual,4.5 Lakh*
1025,Jeep Compass 2.0 Limited,2017,Diesel,"62,000 kms",1956 CC,First Owner,Manual,12.9 Lakh*
1026,Hyundai Creta 1.6 CRDi AT S Plus,2017,Diesel,"73,544 kms",1582 CC,First Owner,Automatic,10.5 Lakh*
1027,Volkswagen Vento Konekt Diesel Highline,2014,Diesel,"55,000 kms",1598 CC,First Owner,Manual,4.2 Lakh*
1028,Jeep Compass 2.0 Longitude Option,2017,Diesel,"62,000 kms",1956 CC,First Owner,Manual,12.5 Lakh*
1029,Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,2019,Diesel,"65,000 kms",2755 CC,First Owner,Automatic,17.51 Lakh*
1030,Honda Amaze S i-Dtech,2014,Diesel,"77,000 kms",1498 CC,First Owner,Manual,3.9 Lakh*
1031,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,Diesel,"59,000 kms",2494 CC,Second Owner,Manual,4.7 Lakh*
1032,Hyundai i20 Sportz 1.4 CRDi,2016,Diesel,"96,001 kms",1396 CC,First Owner,Manual,5.25 Lakh*
1033,Honda Amaze SX i-VTEC,2014,Petrol,"58,000 kms",1198 CC,First Owner,Manual,4.6 Lakh*
1034,Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,2021,Diesel,"20,000 kms",1999 CC,First Owner,Automatic,62 Lakh*
1035,Honda Jazz 1.5 SV i DTEC,2016,Diesel,"60,000 kms",1498 CC,First Owner,Manual,5.75 Lakh*
1036,Nissan Micra Diesel XV Premium,2012,Diesel,"1,00,000 kms",1461 CC,First Owner,Manual,2.44 Lakh*
1037,Hyundai Verna 1.6 CRDi SX,2015,Diesel,"83,545 kms",1582 CC,First Owner,Manual,5.9 Lakh*
1038,Renault Duster 110PS Diesel RxZ,2015,Diesel,"59,000 kms",1461 CC,First Owner,Manual,5.25 Lakh*
1039,Nissan Micra XV CVT,2013,Petrol,"28,000 kms",1198 CC,First Owner,Automatic,3.4 Lakh*
1040,Hyundai Verna 1.6 CRDI,2011,Diesel,"53,000 kms",1582 CC,Second Owner,Manual,4.25 Lakh*
1041,Honda Brio S MT,2013,Petrol,"40,000 kms",1198 CC,First Owner,Manual,3.59 Lakh*
1042,Maruti Ertiga VDI,2015,Diesel,"86,205 kms",1248 CC,First Owner,Manual,5.9 Lakh*
1043,Volkswagen Vento 1.5 TDI Highline AT,2017,Diesel,"65,000 kms",1498 CC,First Owner,Automatic,8.75 Lakh*
1044,Ford EcoSport 1.5 Diesel Titanium BSIV,2017,Diesel,"57,000 kms",1498 CC,First Owner,Manual,7.25 Lakh*
1045,Honda Amaze S i-Vtech,2013,Petrol,"49,000 kms",1198 CC,First Owner,Manual,4.1 Lakh*
1046,Tata Safari XZA Plus AT,2021,Diesel,"3,760 kms",1956 CC,First Owner,Automatic,22.9 Lakh*
1047,Maruti Swift VXI,2013,Petrol,"33,000 kms",1197 CC,First Owner,Manual,4.69 Lakh*
1048,Honda City E,2012,Petrol,"1,00,500 kms",1497 CC,First Owner,Manual,4.65 Lakh*
1049,Hyundai i20 Asta Opt Turbo DCT DT,2021,Petrol,"5,705 kms",998 CC,First Owner,Automatic,11 Lakh*
1050,Renault Captur 1.5 Diesel RXE,2019,Diesel,"46,000 kms",1461 CC,First Owner,Manual,7.9 Lakh*
1051,Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,"56,000 kms",1396 CC,First Owner,Manual,3.75 Lakh*
1052,Maruti Swift Dzire VDI,2015,Diesel,"65,000 kms",1248 CC,First Owner,Manual,4.91 Lakh*
1053,Maruti Baleno Delta 1.2,2016,Petrol,"63,000 kms",1197 CC,First Owner,Manual,5.29 Lakh*
1054,Tata Vista Quadrajet VX,2012,Diesel,"65,000 kms",1248 CC,First Owner,Manual,1.85 Lakh*
1055,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2015,Diesel,"81,000 kms",1396 CC,First Owner,Manual,5.59 Lakh*
1056,Honda Accord VTi-L AT,2007,Petrol,"68,000 kms",2354 CC,First Owner,Automatic,2.79 Lakh*
1057,Chevrolet Beat Diesel LT,2016,Diesel,"65,182 kms",936 CC,Second Owner,Manual,1.74 Lakh*
1058,Ford Figo Diesel ZXI,2012,Diesel,"1,02,456 kms",1399 CC,Second Owner,Manual,1.1 Lakh*
1059,Maruti Swift LDI BSIV,2014,Diesel,"1,00,821 kms",1248 CC,First Owner,Manual,3.04 Lakh*
1060,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2017,Diesel,"86,698 kms",1248 CC,First Owner,Manual,6.6 Lakh*
1061,Honda City i DTEC S,2014,Diesel,"75,000 kms",1498 CC,First Owner,Manual,4.8 Lakh*
1062,Honda Mobilio RS Option i DTEC,2014,Diesel,"85,000 kms",1498 CC,First Owner,Manual,5.75 Lakh*
1063,Mahindra Marazzo M2 BSIV,2019,Diesel,"64,532 kms",1497 CC,First Owner,Manual,9 Lakh*
1064,Fiat Grande Punto Active (Diesel),2010,Diesel,"85,000 kms",1248 CC,Second Owner,Manual,1.9 Lakh*
1065,Maruti Ciaz Alpha Diesel,2019,Diesel,"28,850 kms",1248 CC,First Owner,Manual,9.5 Lakh*
1066,Maruti Ertiga SHVS VDI,2015,Diesel,"32,000 kms",1248 CC,First Owner,Manual,7.11 Lakh*
1067,Hyundai Grand i10 CRDi SportZ Edition,2014,Diesel,"65,000 kms",1120 CC,First Owner,Manual,3.9 Lakh*
1068,Ford Endeavour 3.2 Titanium AT 4X4,2019,Diesel,"39,000 kms",3198 CC,First Owner,Automatic,34.5 Lakh*
1069,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,Diesel,"72,000 kms",2494 CC,First Owner,Manual,10.5 Lakh*
1070,Maruti Ciaz VDi Plus SHVS,2016,Diesel,"60,000 kms",1248 CC,First Owner,Manual,6.15 Lakh*
1071,Volkswagen Polo 2015-2019 GT TSI,2016,Petrol,"37,897 kms",1197 CC,First Owner,Automatic,6.5 Lakh*
1072,Honda Mobilio S i DTEC,2015,Diesel,"55,423 kms",1498 CC,First Owner,Manual,5.49 Lakh*
1073,Toyota Yaris G CVT,2018,Petrol,"35,000 kms",1496 CC,First Owner,Automatic,9.9 Lakh*
1074,BMW X3 xDrive20d M Sport,2017,Diesel,"33,206 kms",1995 CC,First Owner,Automatic,37 Lakh*
1075,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,Diesel,"43,300 kms",1498 CC,First Owner,Manual,10.5 Lakh*
1076,Mercedes-Benz E-Class E250 CDI Elegance,2011,Diesel,"1,16,000 kms",2143 CC,Second Owner,Automatic,10.5 Lakh*
1077,Mercedes-Benz C-Class 220 CDI AT,2012,Diesel,"81,000 kms",2143 CC,First Owner,Automatic,13.25 Lakh*
1078,Ford Figo 1.2P Titanium MT,2017,Petrol,"35,500 kms",1196 CC,First Owner,Manual,4.9 Lakh*
1079,Honda Amaze S i-Dtech,2014,Diesel,"59,000 kms",1498 CC,First Owner,Manual,3.9 Lakh*
1080,Volkswagen Jetta 2.0L TDI Comfortline,2014,Diesel,"57,000 kms",1968 CC,First Owner,Manual,6.75 Lakh*
1081,Mahindra Marazzo M4 8Str,2018,Diesel,"43,000 kms",1497 CC,First Owner,Manual,9.5 Lakh*
1082,Maruti Vitara Brezza VDi,2017,Diesel,"28,001 kms",1248 CC,First Owner,Manual,7.75 Lakh*
1083,Honda Amaze SX i-VTEC,2015,Petrol,"50,000 kms",1198 CC,Second Owner,Manual,4.9 Lakh*
1084,Hyundai Xcent 1.2 CRDi SX,2016,Diesel,"59,000 kms",1186 CC,First Owner,Manual,5.25 Lakh*
1085,Volkswagen Vento Diesel Highline,2011,Diesel,"94,000 kms",1598 CC,First Owner,Manual,3.25 Lakh*
1086,Nissan Micra XV,2012,Petrol,"73,000 kms",1198 CC,First Owner,Manual,2.9 Lakh*
1087,Toyota Innova Crysta 2016-2020 2.4 GX AT,2016,Diesel,"70,000 kms",2393 CC,First Owner,Automatic,13.9 Lakh*
1088,MG Hector Sharp Diesel MT,2021,Diesel,"5,000 kms",1956 CC,First Owner,Manual,19.5 Lakh*
1089,Hyundai Verna CRDi 1.6 AT SX Plus,2018,Diesel,"52,000 kms",1582 CC,First Owner,Automatic,10.75 Lakh*
1090,Mahindra XUV500 W10 2WD,2017,Diesel,"65,000 kms",2179 CC,First Owner,Manual,10.9 Lakh*
1091,Volkswagen Vento 1.5 TDI Highline AT,2016,Diesel,"86,000 kms",1498 CC,First Owner,Automatic,7.5 Lakh*
1092,Fiat Grande Punto EVO 1.3 Active,2014,Diesel,"47,000 kms",1248 CC,First Owner,Manual,2.9 Lakh*
1093,Honda City i DTEC VX,2014,Diesel,"52,000 kms",1498 CC,First Owner,Manual,5.75 Lakh*
1094,Maruti Vitara Brezza ZDi,2018,Diesel,"29,000 kms",1248 CC,First Owner,Manual,8.9 Lakh*
1095,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2016,Diesel,"88,310 kms",2755 CC,Second Owner,Automatic,16.5 Lakh*
1096,Audi Q5 2.0 TFSI Quattro,2011,Petrol,"67,000 kms",1984 CC,Second Owner,Automatic,11 Lakh*
1097,Volkswagen Ameo 1.5 TDI Highline AT,2017,Diesel,"87,000 kms",1498 CC,First Owner,Automatic,6.25 Lakh*
1098,Hyundai Grand i10 Sportz,2016,Petrol,"44,000 kms",1197 CC,First Owner,Manual,5 Lakh*
1099,Ford Fiesta 1.4 TDCi EXI,2006,Diesel,"58,000 kms",1399 CC,First Owner,Manual,1.25 Lakh*
1100,Volvo S60 D4 SUMMUM,2015,Diesel,"71,000 kms",1984 CC,First Owner,Automatic,15.5 Lakh*
1101,Maruti Baleno Zeta 1.2,2018,Petrol,"60,000 kms",1197 CC,First Owner,Manual,6.5 Lakh*
1102,Renault KWID 1.0 RXT Optional,2018,Petrol,"26,000 kms",999 CC,First Owner,Manual,3.4 Lakh*
1103,Renault Duster 85PS Diesel RxL,2016,Diesel,"65,000 kms",1461 CC,First Owner,Manual,5.5 Lakh*
1104,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2017,Diesel,"74,000 kms",2755 CC,First Owner,Automatic,26.51 Lakh*
1105,Hyundai i20 Diesel Asta,2018,Diesel,"71,000 kms",1396 CC,First Owner,Manual,7.25 Lakh*
1106,Volkswagen Polo Diesel Trendline 1.2L,2013,Diesel,"65,000 kms",1199 CC,First Owner,Manual,3.25 Lakh*
1107,Toyota Innova Crysta 2016-2020 2.4 ZX MT,2016,Diesel,"1,48,570 kms",2393 CC,First Owner,Manual,15.5 Lakh*
1108,Maruti Ertiga VDI,2015,Diesel,"77,000 kms",1248 CC,First Owner,Manual,5.61 Lakh*
1109,Hyundai Xcent 1.1 CRDi S Option,2015,Diesel,"38,200 kms",1120 CC,Second Owner,Manual,3.75 Lakh*
1110,Honda City i VTEC SV,2016,Petrol,"73,000 kms",1497 CC,Second Owner,Manual,6.5 Lakh*
1111,Nissan Micra Diesel XV Premium,2013,Diesel,"65,000 kms",1461 CC,First Owner,Manual,2.75 Lakh*
1112,Hyundai i20 Sportz 1.4 CRDi,2013,Diesel,"66,000 kms",1396 CC,First Owner,Manual,4.3 Lakh*
1113,Honda Amaze 2016-2021 S Petrol BSIV,2019,Petrol,"38,000 kms",1199 CC,Second Owner,Manual,6.25 Lakh*
1114,Ford EcoSport 1.0 Ecoboost Titanium,2014,Petrol,"52,000 kms",999 CC,Second Owner,Manual,5.5 Lakh*
1115,Kia Seltos GTX Plus,2019,Petrol,"6,000 kms",1353 CC,First Owner,Manual,16.95 Lakh*
1116,Maruti Ciaz Sigma Diesel,2017,Diesel,"73,000 kms",1248 CC,First Owner,Manual,6.5 Lakh*
1117,Mahindra Scorpio 1.99 S10,2016,Diesel,"60,000 kms",1997 CC,First Owner,Manual,9.39 Lakh*
1118,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,Diesel,"47,000 kms",1396 CC,First Owner,Manual,6.75 Lakh*
1119,Hyundai Santro Xing XS eRLX Euro II,2003,Petrol,"65,900 kms",1086 CC,First Owner,Manual,1.25 Lakh*
1120,Hyundai Creta 1.6 CRDi SX Plus,2016,Diesel,"78,000 kms",1582 CC,First Owner,Manual,9.51 Lakh*
1121,Audi A4 2.0 TDI,2010,Diesel,"79,000 kms",1968 CC,Second Owner,Automatic,8.5 Lakh*
1122,Hyundai Verna 1.6 CRDi AT SX,2015,Diesel,"52,000 kms",1582 CC,Second Owner,Automatic,5.5 Lakh*
1123,Honda Jazz 1.2 V i VTEC,2016,Petrol,"51,000 kms",1199 CC,First Owner,Manual,5.51 Lakh*
1124,Nissan Magnite XV Premium,2021,Petrol,"11,000 kms",999 CC,First Owner,Manual,8.34 Lakh*
1125,Honda Amaze S i-Dtech,2014,Diesel,"70,000 kms",1498 CC,First Owner,Manual,4.06 Lakh*
1126,Mahindra XUV500 W8 2WD,2013,Diesel,"86,000 kms",2179 CC,Second Owner,Manual,5.75 Lakh*
1127,Hyundai i20 Asta 1.2,2015,Petrol,"30,241 kms",1197 CC,First Owner,Manual,6.25 Lakh*
1128,Hyundai Creta 1.4 E Plus,2017,Diesel,"65,296 kms",1396 CC,First Owner,Manual,8.31 Lakh*
1129,Skoda Superb Laurin & klement,2021,Petrol,"6,000 kms",1984 CC,First Owner,Automatic,34.5 Lakh*
1130,Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,2017,Diesel,"80,000 kms",2393 CC,Second Owner,Manual,13.51 Lakh*
1131,Maruti Ciaz VDi Plus,2015,Diesel,"58,000 kms",1248 CC,First Owner,Manual,5.9 Lakh*
1132,Hyundai Verna CRDi 1.6 EX,2017,Diesel,"81,000 kms",1582 CC,First Owner,Manual,7.75 Lakh*
